UNIQUE_ID,State_Name,State_Abbrev,Date,Latitude,Longitude,Population,Act_Total_Cases,Act_Total_Deaths_Pct_Pop, Act_Total_Deaths_Per_Million ,Act_Total_Deaths,Act_New_Cases,Act_New_Deaths,Est_Total_Deaths,Est_New_Cases,Estimated_New_Deaths
Alabama_43891,Alabama,AL,2020-03-01,32.32 ,-86.90,"4,908,621 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,3 ,0 
Alabama_43892,Alabama,AL,2020-03-02,32.32 ,-86.90,"4,908,621 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,7 ,0 
Alabama_43893,Alabama,AL,2020-03-03,32.32 ,-86.90,"4,908,621 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,14 ,0 
Alabama_43894,Alabama,AL,2020-03-04,32.32 ,-86.90,"4,908,621 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,24 ,0 
Alabama_43895,Alabama,AL,2020-03-05,32.32 ,-86.90,"4,908,621 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,40 ,0 
Alabama_43896,Alabama,AL,2020-03-06,32.32 ,-86.90,"4,908,621 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,60 ,0 
Alabama_43897,Alabama,AL,2020-03-07,32.32 ,-86.90,"4,908,621 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,89 ,0 
Alabama_43898,Alabama,AL,2020-03-08,32.32 ,-86.90,"4,908,621 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,130 ,0 
Alabama_43899,Alabama,AL,2020-03-09,32.32 ,-86.90,"4,908,621 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,177 ,0 
Alabama_43900,Alabama,AL,2020-03-10,32.32 ,-86.90,"4,908,621 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,239 ,0 
Alabama_43901,Alabama,AL,2020-03-11,32.32 ,-86.90,"4,908,621 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,297 ,0 
Alabama_43902,Alabama,AL,2020-03-12,32.32 ,-86.90,"4,908,621 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,381 ,0 
Alabama_43903,Alabama,AL,2020-03-13,32.32 ,-86.90,"4,908,621 ",5 ,0.000000%, -   ,0.00,5 ,0 ,0 ,458 ,0 
Alabama_43904,Alabama,AL,2020-03-14,32.32 ,-86.90,"4,908,621 ",7 ,0.000000%, -   ,0.00,2 ,0 ,0 ,523 ,0 
Alabama_43905,Alabama,AL,2020-03-15,32.32 ,-86.90,"4,908,621 ",11 ,0.000000%, -   ,0.00,4 ,0 ,0 ,613 ,0 
Alabama_43906,Alabama,AL,2020-03-16,32.32 ,-86.90,"4,908,621 ",29 ,0.000000%, -   ,0.00,18 ,0 ,0 ,691 ,0 
Alabama_43907,Alabama,AL,2020-03-17,32.32 ,-86.90,"4,908,621 ",39 ,0.000000%, -   ,0.00,10 ,0 ,0 ,739 ,0 
Alabama_43908,Alabama,AL,2020-03-18,32.32 ,-86.90,"4,908,621 ",51 ,0.000000%, -   ,0.00,12 ,0 ,0 ,829 ,0 
Alabama_43909,Alabama,AL,2020-03-19,32.32 ,-86.90,"4,908,621 ",78 ,0.000000%, -   ,0.00,27 ,0 ,0 ,876 ,0 
Alabama_43910,Alabama,AL,2020-03-20,32.32 ,-86.90,"4,908,621 ",106 ,0.000000%, -   ,0.00,28 ,0 ,0 ,872 ,0 
Alabama_43911,Alabama,AL,2020-03-21,32.32 ,-86.90,"4,908,621 ",131 ,0.000000%, -   ,0.00,25 ,0 ,0 ,926 ,0 
Alabama_43912,Alabama,AL,2020-03-22,32.32 ,-86.90,"4,908,621 ",157 ,0.000000%, -   ,0.00,26 ,0 ,0 ,905 ,0 
Alabama_43913,Alabama,AL,2020-03-23,32.32 ,-86.90,"4,908,621 ",196 ,0.000000%, -   ,0.00,39 ,0 ,0 ,963 ,0 
Alabama_43914,Alabama,AL,2020-03-24,32.32 ,-86.90,"4,908,621 ",242 ,0.000000%, -   ,0.00,46 ,0 ,0 ,990 ,0 
Alabama_43915,Alabama,AL,2020-03-25,32.32 ,-86.90,"4,908,621 ",381 ,0.000020%, 0.20 ,1.00,139 ,1 ,1 ,971 ,1 
Alabama_43916,Alabama,AL,2020-03-26,32.32 ,-86.90,"4,908,621 ",517 ,0.000020%, 0.20 ,1.00,136 ,0 ,1 ,972 ,0 
Alabama_43917,Alabama,AL,2020-03-27,32.32 ,-86.90,"4,908,621 ",587 ,0.000081%, 0.81 ,4.00,70 ,3 ,4 ,947 ,3 
Alabama_43918,Alabama,AL,2020-03-28,32.32 ,-86.90,"4,908,621 ",694 ,0.000081%, 0.81 ,4.00,107 ,0 ,4 ,980 ,0 
Alabama_43919,Alabama,AL,2020-03-29,32.32 ,-86.90,"4,908,621 ",825 ,0.000204%, 2.04 ,10.00,131 ,6 ,10 ,953 ,6 
Alabama_43920,Alabama,AL,2020-03-30,32.32 ,-86.90,"4,908,621 ",899 ,0.000204%, 2.04 ,10.00,74 ,0 ,10 ,987 ,0 
Alabama_43921,Alabama,AL,2020-03-31,32.32 ,-86.90,"4,908,621 ",987 ,0.000306%, 3.06 ,15.00,88 ,5 ,23 ,"1,019 ",13 
Alabama_43922,Alabama,AL,2020-04-01,32.32 ,-86.90,"4,908,621 ","1,060 ",0.000550%, 5.50 ,27.00,73 ,12 ,27 ,"1,014 ",4 
Alabama_43923,Alabama,AL,2020-04-02,32.32 ,-86.90,"4,908,621 ","1,233 ",0.000550%, 5.50 ,27.00,173 ,0 ,32 ,"1,024 ",5 
Alabama_43924,Alabama,AL,2020-04-03,32.32 ,-86.90,"4,908,621 ","1,495 ",0.000774%, 7.74 ,38.00,262 ,11 ,38 ,"1,023 ",6 
Alabama_43925,Alabama,AL,2020-04-04,32.32 ,-86.90,"4,908,621 ","1,614 ",0.000896%, 8.96 ,44.00,119 ,6 ,44 ,"1,081 ",6 
Alabama_43926,Alabama,AL,2020-04-05,32.32 ,-86.90,"4,908,621 ","1,765 ",0.000917%, 9.17 ,45.00,151 ,1 ,45 ,"1,127 ",1 
Alabama_43927,Alabama,AL,2020-04-06,32.32 ,-86.90,"4,908,621 ","1,952 ",0.001019%, 10.19 ,50.00,187 ,5 ,49 ,"1,125 ",4 
Alabama_43928,Alabama,AL,2020-04-07,32.32 ,-86.90,"4,908,621 ","2,169 ",0.001324%, 13.24 ,65.00,217 ,15 ,64 ,"1,159 ",15 
Alabama_43929,Alabama,AL,2020-04-08,32.32 ,-86.90,"4,908,621 ","2,328 ",0.001365%, 13.65 ,67.00,159 ,2 ,66 ,"1,308 ",2 
Alabama_43930,Alabama,AL,2020-04-09,32.32 ,-86.90,"4,908,621 ","2,703 ",0.001446%, 14.46 ,71.00,375 ,4 ,70 ,"1,235 ",4 
Alabama_43931,Alabama,AL,2020-04-10,32.32 ,-86.90,"4,908,621 ","2,947 ",0.001650%, 16.50 ,81.00,244 ,10 ,80 ,"1,343 ",10 
Alabama_43932,Alabama,AL,2020-04-11,32.32 ,-86.90,"4,908,621 ","3,217 ",0.001895%, 18.95 ,93.00,270 ,12 ,92 ,"1,370 ",12 
Alabama_43933,Alabama,AL,2020-04-12,32.32 ,-86.90,"4,908,621 ","3,563 ",0.001915%, 19.15 ,94.00,346 ,1 ,93 ,"1,445 ",1 
Alabama_43934,Alabama,AL,2020-04-13,32.32 ,-86.90,"4,908,621 ","3,734 ",0.002037%, 20.37 ,100.00,171 ,6 ,99 ,"1,550 ",6 
Alabama_43935,Alabama,AL,2020-04-14,32.32 ,-86.90,"4,908,621 ","3,953 ",0.002343%, 23.43 ,115.00,219 ,15 ,114 ,"1,512 ",15 
Alabama_43936,Alabama,AL,2020-04-15,32.32 ,-86.90,"4,908,621 ","4,075 ",0.002424%, 24.24 ,119.00,122 ,4 ,118 ,"1,572 ",4 
Alabama_43937,Alabama,AL,2020-04-16,32.32 ,-86.90,"4,908,621 ","4,345 ",0.002730%, 27.30 ,134.00,270 ,15 ,133 ,"1,633 ",15 
Alabama_43938,Alabama,AL,2020-04-17,32.32 ,-86.90,"4,908,621 ","4,571 ",0.003035%, 30.35 ,149.00,226 ,15 ,148 ,"1,648 ",15 
Alabama_43939,Alabama,AL,2020-04-18,32.32 ,-86.90,"4,908,621 ","4,712 ",0.003137%, 31.37 ,154.00,141 ,5 ,153 ,"1,669 ",5 
Alabama_43940,Alabama,AL,2020-04-19,32.32 ,-86.90,"4,908,621 ","4,888 ",0.003219%, 32.19 ,158.00,176 ,4 ,157 ,"1,692 ",4 
Alabama_43941,Alabama,AL,2020-04-20,32.32 ,-86.90,"4,908,621 ","5,079 ",0.003341%, 33.41 ,164.00,191 ,6 ,163 ,"1,629 ",6 
Alabama_43942,Alabama,AL,2020-04-21,32.32 ,-86.90,"4,908,621 ","5,317 ",0.003749%, 37.49 ,184.00,238 ,20 ,183 ,"1,650 ",20 
Alabama_43943,Alabama,AL,2020-04-22,32.32 ,-86.90,"4,908,621 ","5,593 ",0.004013%, 40.13 ,197.00,276 ,13 ,196 ,"1,621 ",13 
Alabama_43944,Alabama,AL,2020-04-23,32.32 ,-86.90,"4,908,621 ","5,832 ",0.004136%, 41.36 ,203.00,239 ,6 ,202 ,"1,645 ",6 
Alabama_43945,Alabama,AL,2020-04-24,32.32 ,-86.90,"4,908,621 ","6,026 ",0.004278%, 42.78 ,210.00,194 ,7 ,209 ,"1,589 ",7 
Alabama_43946,Alabama,AL,2020-04-25,32.32 ,-86.90,"4,908,621 ","6,026 ",0.004278%, 42.78 ,210.00,0 ,0 ,209 ,"1,555 ",0 
Alabama_43947,Alabama,AL,2020-04-26,32.32 ,-86.90,"4,908,621 ","6,421 ",0.004482%, 44.82 ,220.00,395 ,10 ,219 ,"1,474 ",10 
Alabama_43948,Alabama,AL,2020-04-27,32.32 ,-86.90,"4,908,621 ","6,539 ",0.004665%, 46.65 ,229.00,118 ,9 ,228 ,"1,467 ",9 
Alabama_43949,Alabama,AL,2020-04-28,32.32 ,-86.90,"4,908,621 ","6,750 ",0.004950%, 49.50 ,243.00,211 ,14 ,242 ,"1,375 ",14 
Alabama_43950,Alabama,AL,2020-04-29,32.32 ,-86.90,"4,908,621 ","6,912 ",0.005236%, 52.36 ,257.00,162 ,14 ,256 ,"1,269 ",14 
Alabama_43951,Alabama,AL,2020-04-30,32.32 ,-86.90,"4,908,621 ","7,088 ",0.005562%, 55.62 ,273.00,176 ,16 ,272 ,"1,248 ",16 
Alabama_43952,Alabama,AL,2020-05-01,32.32 ,-86.90,"4,908,621 ","7,294 ",0.005908%, 59.08 ,290.00,206 ,17 ,289 ,"1,194 ",17 
Alabama_43953,Alabama,AL,2020-05-02,32.32 ,-86.90,"4,908,621 ","7,611 ",0.005888%, 58.88 ,289.00,317 ,(1),288 ,"1,125 ",(1)
Alabama_43954,Alabama,AL,2020-05-03,32.32 ,-86.90,"4,908,621 ","7,888 ",0.005928%, 59.28 ,291.00,277 ,2 ,290 ,"1,109 ",2 
Alabama_43955,Alabama,AL,2020-05-04,32.32 ,-86.90,"4,908,621 ","8,112 ",0.006091%, 60.91 ,299.00,224 ,8 ,298 ,"1,064 ",8 
Alabama_43956,Alabama,AL,2020-05-05,32.32 ,-86.90,"4,908,621 ","8,437 ",0.006438%, 64.38 ,316.00,325 ,17 ,315 ,"1,009 ",17 
Alabama_43957,Alabama,AL,2020-05-06,32.32 ,-86.90,"4,908,621 ","8,691 ",0.007008%, 70.08 ,344.00,254 ,28 ,343 ,964 ,28 
Alabama_43958,Alabama,AL,2020-05-07,32.32 ,-86.90,"4,908,621 ","9,046 ",0.007538%, 75.38 ,370.00,355 ,26 ,369 ,938 ,26 
Alabama_43959,Alabama,AL,2020-05-08,32.32 ,-86.90,"4,908,621 ","9,385 ",0.007823%, 78.23 ,384.00,339 ,14 ,383 ,911 ,14 
Alabama_43960,Alabama,AL,2020-05-09,32.32 ,-86.90,"4,908,621 ","9,668 ",0.007966%, 79.66 ,391.00,283 ,7 ,390 ,893 ,7 
Alabama_43961,Alabama,AL,2020-05-10,32.32 ,-86.90,"4,908,621 ","9,889 ",0.008027%, 80.27 ,394.00,221 ,3 ,393 ,859 ,3 
Alabama_43962,Alabama,AL,2020-05-11,32.32 ,-86.90,"4,908,621 ","10,164 ",0.008230%, 82.30 ,404.00,275 ,10 ,403 ,845 ,10 
Alabama_43963,Alabama,AL,2020-05-12,32.32 ,-86.90,"4,908,621 ","10,464 ",0.008882%, 88.82 ,436.00,300 ,32 ,435 ,801 ,32 
Alabama_43964,Alabama,AL,2020-05-13,32.32 ,-86.90,"4,908,621 ","10,700 ",0.009188%, 91.88 ,451.00,236 ,15 ,450 ,771 ,15 
Alabama_43965,Alabama,AL,2020-05-14,32.32 ,-86.90,"4,908,621 ","11,101 ",0.009656%, 96.56 ,474.00,401 ,23 ,473 ,734 ,23 
Alabama_43966,Alabama,AL,2020-05-15,32.32 ,-86.90,"4,908,621 ","11,373 ",0.009881%, 98.81 ,485.00,272 ,11 ,483 ,700 ,10 
Alabama_43967,Alabama,AL,2020-05-16,32.32 ,-86.90,"4,908,621 ","11,674 ",0.009901%, 99.01 ,486.00,301 ,1 ,485 ,668 ,2 
Alabama_43968,Alabama,AL,2020-05-17,32.32 ,-86.90,"4,908,621 ","11,771 ",0.009962%, 99.62 ,489.00,97 ,3 ,488 ,640 ,3 
Alabama_43969,Alabama,AL,2020-05-18,32.32 ,-86.90,"4,908,621 ","12,086 ",0.009982%, 99.82 ,490.00,315 ,1 ,489 ,609 ,1 
Alabama_43970,Alabama,AL,2020-05-19,32.32 ,-86.90,"4,908,621 ","12,376 ",0.010288%, 102.88 ,505.00,290 ,15 ,504 ,577 ,15 
Alabama_43971,Alabama,AL,2020-05-20,32.32 ,-86.90,"4,908,621 ","13,052 ",0.010655%, 106.55 ,523.00,676 ,18 ,522 ,545 ,18 
Alabama_43972,Alabama,AL,2020-05-21,32.32 ,-86.90,"4,908,621 ","13,288 ",0.010797%, 107.97 ,530.00,236 ,7 ,529 ,513 ,7 
Alabama_43973,Alabama,AL,2020-05-22,32.32 ,-86.90,"4,908,621 ","13,670 ",0.011042%, 110.42 ,542.00,382 ,12 ,541 ,478 ,12 
Alabama_43974,Alabama,AL,2020-05-23,32.32 ,-86.90,"4,908,621 ","14,117 ",0.011205%, 112.05 ,550.00,447 ,8 ,549 ,443 ,8 
Alabama_43975,Alabama,AL,2020-05-24,32.32 ,-86.90,"4,908,621 ","14,478 ",0.011246%, 112.46 ,552.00,361 ,2 ,551 ,411 ,2 
Alabama_43976,Alabama,AL,2020-05-25,32.32 ,-86.90,"4,908,621 ","14,986 ",0.011551%, 115.51 ,567.00,508 ,15 ,566 ,384 ,15 
Alabama_43977,Alabama,AL,2020-05-26,32.32 ,-86.90,"4,908,621 ","15,650 ",0.011836%, 118.36 ,581.00,664 ,14 ,580 ,362 ,14 
Alabama_43978,Alabama,AL,2020-05-27,32.32 ,-86.90,"4,908,621 ","16,032 ",0.011897%, 118.97 ,584.00,382 ,3 ,583 ,342 ,3 
Alabama_43979,Alabama,AL,2020-05-28,32.32 ,-86.90,"4,908,621 ","16,530 ",0.012060%, 120.60 ,592.00,498 ,8 ,591 ,323 ,8 
Alabama_43980,Alabama,AL,2020-05-29,32.32 ,-86.90,"4,908,621 ","17,031 ",0.012447%, 124.47 ,611.00,501 ,19 ,610 ,304 ,19 
Alabama_43981,Alabama,AL,2020-05-30,32.32 ,-86.90,"4,908,621 ","17,359 ",0.012610%, 126.10 ,619.00,328 ,8 ,604 ,285 ,7 
Alabama_43982,Alabama,AL,2020-05-31,32.32 ,-86.90,"4,908,621 ","17,952 ",0.012855%, 128.55 ,631.00,593 ,12 ,611 ,266 ,7 
Alabama_43983,Alabama,AL,2020-06-01,32.32 ,-86.90,"4,908,621 ","18,630 ",0.013140%, 131.40 ,645.00,678 ,14 ,618 ,247 ,7 
Alabama_43984,Alabama,AL,2020-06-02,32.32 ,-86.90,"4,908,621 ","18,766 ",0.013283%, 132.83 ,652.00,136 ,7 ,625 ,230 ,7 
Alaska_43891,Alaska,AK,2020-03-01,66.16 ,-153.37,"734,002 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,6 ,0 
Alaska_43892,Alaska,AK,2020-03-02,66.16 ,-153.37,"734,002 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,11 ,0 
Alaska_43893,Alaska,AK,2020-03-03,66.16 ,-153.37,"734,002 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,12 ,0 
Alaska_43894,Alaska,AK,2020-03-04,66.16 ,-153.37,"734,002 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,16 ,0 
Alaska_43895,Alaska,AK,2020-03-05,66.16 ,-153.37,"734,002 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,19 ,0 
Alaska_43896,Alaska,AK,2020-03-06,66.16 ,-153.37,"734,002 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,25 ,0 
Alaska_43897,Alaska,AK,2020-03-07,66.16 ,-153.37,"734,002 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,29 ,0 
Alaska_43898,Alaska,AK,2020-03-08,66.16 ,-153.37,"734,002 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,42 ,0 
Alaska_43899,Alaska,AK,2020-03-09,66.16 ,-153.37,"734,002 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,47 ,0 
Alaska_43900,Alaska,AK,2020-03-10,66.16 ,-153.37,"734,002 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,55 ,0 
Alaska_43901,Alaska,AK,2020-03-11,66.16 ,-153.37,"734,002 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,52 ,0 
Alaska_43902,Alaska,AK,2020-03-12,66.16 ,-153.37,"734,002 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,62 ,0 
Alaska_43903,Alaska,AK,2020-03-13,66.16 ,-153.37,"734,002 ",1 ,0.000000%, -   ,0.00,1 ,0 ,0 ,62 ,0 
Alaska_43904,Alaska,AK,2020-03-14,66.16 ,-153.37,"734,002 ",1 ,0.000000%, -   ,0.00,0 ,0 ,0 ,66 ,0 
Alaska_43905,Alaska,AK,2020-03-15,66.16 ,-153.37,"734,002 ",1 ,0.000000%, -   ,0.00,0 ,0 ,0 ,61 ,0 
Alaska_43906,Alaska,AK,2020-03-16,66.16 ,-153.37,"734,002 ",1 ,0.000000%, -   ,0.00,0 ,0 ,0 ,67 ,0 
Alaska_43907,Alaska,AK,2020-03-17,66.16 ,-153.37,"734,002 ",3 ,0.000000%, -   ,0.00,2 ,0 ,0 ,66 ,0 
Alaska_43908,Alaska,AK,2020-03-18,66.16 ,-153.37,"734,002 ",5 ,0.000000%, -   ,0.00,2 ,0 ,0 ,88 ,0 
Alaska_43909,Alaska,AK,2020-03-19,66.16 ,-153.37,"734,002 ",8 ,0.000000%, -   ,0.00,3 ,0 ,0 ,66 ,0 
Alaska_43910,Alaska,AK,2020-03-20,66.16 ,-153.37,"734,002 ",11 ,0.000000%, -   ,0.00,3 ,0 ,0 ,81 ,0 
Alaska_43911,Alaska,AK,2020-03-21,66.16 ,-153.37,"734,002 ",13 ,0.000000%, -   ,0.00,2 ,0 ,0 ,64 ,0 
Alaska_43912,Alaska,AK,2020-03-22,66.16 ,-153.37,"734,002 ",18 ,0.000000%, -   ,0.00,5 ,0 ,0 ,58 ,0 
Alaska_43913,Alaska,AK,2020-03-23,66.16 ,-153.37,"734,002 ",30 ,0.000000%, -   ,0.00,12 ,0 ,0 ,51 ,0 
Alaska_43914,Alaska,AK,2020-03-24,66.16 ,-153.37,"734,002 ",34 ,0.000000%, -   ,0.00,4 ,0 ,0 ,53 ,0 
Alaska_43915,Alaska,AK,2020-03-25,66.16 ,-153.37,"734,002 ",41 ,0.000000%, -   ,0.00,7 ,0 ,1 ,39 ,1 
Alaska_43916,Alaska,AK,2020-03-26,66.16 ,-153.37,"734,002 ",56 ,0.000000%, -   ,0.00,15 ,0 ,1 ,38 ,0 
Alaska_43917,Alaska,AK,2020-03-27,66.16 ,-153.37,"734,002 ",58 ,0.000000%, -   ,0.00,2 ,0 ,1 ,32 ,0 
Alaska_43918,Alaska,AK,2020-03-28,66.16 ,-153.37,"734,002 ",85 ,0.000136%, 1.36 ,1.00,27 ,1 ,2 ,26 ,1 
Alaska_43919,Alaska,AK,2020-03-29,66.16 ,-153.37,"734,002 ",102 ,0.000136%, 1.36 ,1.00,17 ,0 ,2 ,26 ,0 
Alaska_43920,Alaska,AK,2020-03-30,66.16 ,-153.37,"734,002 ",114 ,0.000136%, 1.36 ,1.00,12 ,0 ,3 ,17 ,1 
Alaska_43921,Alaska,AK,2020-03-31,66.16 ,-153.37,"734,002 ",119 ,0.000136%, 1.36 ,1.00,5 ,0 ,3 ,12 ,0 
Alaska_43922,Alaska,AK,2020-04-01,66.16 ,-153.37,"734,002 ",132 ,0.000136%, 1.36 ,1.00,13 ,0 ,3 ,15 ,0 
Alaska_43923,Alaska,AK,2020-04-02,66.16 ,-153.37,"734,002 ",143 ,0.000136%, 1.36 ,1.00,11 ,0 ,3 ,9 ,0 
Alaska_43924,Alaska,AK,2020-04-03,66.16 ,-153.37,"734,002 ",157 ,0.000409%, 4.09 ,3.00,14 ,2 ,3 ,7 ,0 
Alaska_43925,Alaska,AK,2020-04-04,66.16 ,-153.37,"734,002 ",171 ,0.000409%, 4.09 ,3.00,14 ,0 ,5 ,7 ,2 
Alaska_43926,Alaska,AK,2020-04-05,66.16 ,-153.37,"734,002 ",185 ,0.000409%, 4.09 ,3.00,14 ,0 ,6 ,7 ,1 
Alaska_43927,Alaska,AK,2020-04-06,66.16 ,-153.37,"734,002 ",190 ,0.000136%, 1.36 ,1.00,5 ,(2),6 ,5 ,0 
Alaska_43928,Alaska,AK,2020-04-07,66.16 ,-153.37,"734,002 ",213 ,0.001362%, 13.62 ,10.00,23 ,9 ,6 ,5 ,0 
Alaska_43929,Alaska,AK,2020-04-08,66.16 ,-153.37,"734,002 ",226 ,0.001635%, 16.35 ,12.00,13 ,2 ,7 ,5 ,1 
Alaska_43930,Alaska,AK,2020-04-09,66.16 ,-153.37,"734,002 ",235 ,0.001635%, 16.35 ,12.00,9 ,0 ,7 ,5 ,0 
Alaska_43931,Alaska,AK,2020-04-10,66.16 ,-153.37,"734,002 ",246 ,0.001771%, 17.71 ,13.00,11 ,1 ,7 ,5 ,0 
Alaska_43932,Alaska,AK,2020-04-11,66.16 ,-153.37,"734,002 ",257 ,0.001771%, 17.71 ,13.00,11 ,0 ,8 ,6 ,1 
Alaska_43933,Alaska,AK,2020-04-12,66.16 ,-153.37,"734,002 ",272 ,0.001771%, 17.71 ,13.00,15 ,0 ,8 ,8 ,0 
Alaska_43934,Alaska,AK,2020-04-13,66.16 ,-153.37,"734,002 ",277 ,0.001771%, 17.71 ,13.00,5 ,0 ,8 ,5 ,0 
Alaska_43935,Alaska,AK,2020-04-14,66.16 ,-153.37,"734,002 ",285 ,0.002316%, 23.16 ,17.00,8 ,4 ,9 ,6 ,1 
Alaska_43936,Alaska,AK,2020-04-15,66.16 ,-153.37,"734,002 ",293 ,0.002316%, 23.16 ,17.00,8 ,0 ,9 ,6 ,0 
Alaska_43937,Alaska,AK,2020-04-16,66.16 ,-153.37,"734,002 ",300 ,0.002316%, 23.16 ,17.00,7 ,0 ,9 ,7 ,0 
Alaska_43938,Alaska,AK,2020-04-17,66.16 ,-153.37,"734,002 ",309 ,0.002452%, 24.52 ,18.00,9 ,1 ,9 ,7 ,0 
Alaska_43939,Alaska,AK,2020-04-18,66.16 ,-153.37,"734,002 ",314 ,0.002452%, 24.52 ,18.00,5 ,0 ,9 ,6 ,0 
Alaska_43940,Alaska,AK,2020-04-19,66.16 ,-153.37,"734,002 ",319 ,0.002452%, 24.52 ,18.00,5 ,0 ,9 ,7 ,0 
Alaska_43941,Alaska,AK,2020-04-20,66.16 ,-153.37,"734,002 ",321 ,0.002452%, 24.52 ,18.00,2 ,0 ,9 ,6 ,0 
Alaska_43942,Alaska,AK,2020-04-21,66.16 ,-153.37,"734,002 ",329 ,0.002452%, 24.52 ,18.00,8 ,0 ,9 ,6 ,0 
Alaska_43943,Alaska,AK,2020-04-22,66.16 ,-153.37,"734,002 ",335 ,0.002452%, 24.52 ,18.00,6 ,0 ,9 ,6 ,0 
Alaska_43944,Alaska,AK,2020-04-23,66.16 ,-153.37,"734,002 ",337 ,0.002589%, 25.89 ,19.00,2 ,1 ,9 ,6 ,0 
Alaska_43945,Alaska,AK,2020-04-24,66.16 ,-153.37,"734,002 ",339 ,0.002725%, 27.25 ,20.00,2 ,1 ,9 ,6 ,0 
Alaska_43946,Alaska,AK,2020-04-25,66.16 ,-153.37,"734,002 ",339 ,0.002725%, 27.25 ,20.00,0 ,0 ,9 ,6 ,0 
Alaska_43947,Alaska,AK,2020-04-26,66.16 ,-153.37,"734,002 ",340 ,0.002725%, 27.25 ,20.00,1 ,0 ,9 ,7 ,0 
Alaska_43948,Alaska,AK,2020-04-27,66.16 ,-153.37,"734,002 ",345 ,0.002725%, 27.25 ,20.00,5 ,0 ,9 ,6 ,0 
Alaska_43949,Alaska,AK,2020-04-28,66.16 ,-153.37,"734,002 ",351 ,0.002861%, 28.61 ,21.00,6 ,1 ,9 ,6 ,0 
Alaska_43950,Alaska,AK,2020-04-29,66.16 ,-153.37,"734,002 ",355 ,0.002861%, 28.61 ,21.00,4 ,0 ,9 ,5 ,0 
Alaska_43951,Alaska,AK,2020-04-30,66.16 ,-153.37,"734,002 ",355 ,0.002861%, 28.61 ,21.00,0 ,0 ,9 ,5 ,0 
Alaska_43952,Alaska,AK,2020-05-01,66.16 ,-153.37,"734,002 ",364 ,0.003406%, 34.06 ,25.00,9 ,4 ,9 ,5 ,0 
Alaska_43953,Alaska,AK,2020-05-02,66.16 ,-153.37,"734,002 ",365 ,0.003406%, 34.06 ,25.00,1 ,0 ,9 ,6 ,0 
Alaska_43954,Alaska,AK,2020-05-03,66.16 ,-153.37,"734,002 ",368 ,0.003406%, 34.06 ,25.00,3 ,0 ,9 ,5 ,0 
Alaska_43955,Alaska,AK,2020-05-04,66.16 ,-153.37,"734,002 ",370 ,0.003406%, 34.06 ,25.00,2 ,0 ,9 ,5 ,0 
Alaska_43956,Alaska,AK,2020-05-05,66.16 ,-153.37,"734,002 ",371 ,0.003406%, 34.06 ,25.00,1 ,0 ,9 ,5 ,0 
Alaska_43957,Alaska,AK,2020-05-06,66.16 ,-153.37,"734,002 ",372 ,0.003542%, 35.42 ,26.00,1 ,1 ,10 ,4 ,1 
Alaska_43958,Alaska,AK,2020-05-07,66.16 ,-153.37,"734,002 ",374 ,0.003542%, 35.42 ,26.00,2 ,0 ,10 ,5 ,0 
Alaska_43959,Alaska,AK,2020-05-08,66.16 ,-153.37,"734,002 ",377 ,0.003542%, 35.42 ,26.00,3 ,0 ,10 ,5 ,0 
Alaska_43960,Alaska,AK,2020-05-09,66.16 ,-153.37,"734,002 ",378 ,0.003542%, 35.42 ,26.00,1 ,0 ,10 ,4 ,0 
Alaska_43961,Alaska,AK,2020-05-10,66.16 ,-153.37,"734,002 ",379 ,0.003542%, 35.42 ,26.00,1 ,0 ,10 ,3 ,0 
Alaska_43962,Alaska,AK,2020-05-11,66.16 ,-153.37,"734,002 ",379 ,0.003542%, 35.42 ,26.00,0 ,0 ,10 ,4 ,0 
Alaska_43963,Alaska,AK,2020-05-12,66.16 ,-153.37,"734,002 ",383 ,0.003542%, 35.42 ,26.00,4 ,0 ,10 ,3 ,0 
