UNIQUE_ID,State_Name,State_Abbrev,Date,Latitude,Longitude,Population,Act_Total_Cases,Act_Total_Deaths_Pct_Pop, Act_Total_Deaths_Per_Million ,Act_Total_Deaths,Act_New_Cases,Act_New_Deaths,Est_Total_Deaths,Est_New_Cases,Estimated_New_Deaths
Florida_43964,Florida,FL,2020-05-13,27.99 ,-81.76,"21,992,985 ","42,402 ",0.008312%, 83.12 ,1828.00,479 ,48 ,"1,827 ","2,904 ",48 
Florida_43965,Florida,FL,2020-05-14,27.99 ,-81.76,"21,992,985 ","43,210 ",0.008530%, 85.30 ,1876.00,808 ,48 ,"1,875 ","2,828 ",48 
Florida_43966,Florida,FL,2020-05-15,27.99 ,-81.76,"21,992,985 ","44,138 ",0.008721%, 87.21 ,1918.00,928 ,42 ,"1,917 ","2,754 ",42 
Florida_43967,Florida,FL,2020-05-16,27.99 ,-81.76,"21,992,985 ","44,811 ",0.008935%, 89.35 ,1965.00,673 ,47 ,"1,964 ","2,691 ",47 
Florida_43968,Florida,FL,2020-05-17,27.99 ,-81.76,"21,992,985 ","45,588 ",0.008976%, 89.76 ,1974.00,777 ,9 ,"1,973 ","2,637 ",9 
Florida_43969,Florida,FL,2020-05-18,27.99 ,-81.76,"21,992,985 ","46,442 ",0.009085%, 90.85 ,1998.00,854 ,24 ,"1,997 ","2,590 ",24 
Florida_43970,Florida,FL,2020-05-19,27.99 ,-81.76,"21,992,985 ","46,944 ",0.009335%, 93.35 ,2053.00,502 ,55 ,"2,052 ","2,550 ",55 
Florida_43971,Florida,FL,2020-05-20,27.99 ,-81.76,"21,992,985 ","47,471 ",0.009535%, 95.35 ,2097.00,527 ,44 ,"2,096 ","2,511 ",44 
Florida_43972,Florida,FL,2020-05-21,27.99 ,-81.76,"21,992,985 ","48,675 ",0.009753%, 97.53 ,2145.00,"1,204 ",48 ,"2,144 ","2,480 ",48 
Florida_43973,Florida,FL,2020-05-22,27.99 ,-81.76,"21,992,985 ","49,451 ",0.009962%, 99.62 ,2191.00,776 ,46 ,"2,190 ","2,449 ",46 
Florida_43974,Florida,FL,2020-05-23,27.99 ,-81.76,"21,992,985 ","50,127 ",0.010158%, 101.58 ,2234.00,676 ,43 ,"2,233 ","2,422 ",43 
Florida_43975,Florida,FL,2020-05-24,27.99 ,-81.76,"21,992,985 ","50,867 ",0.010176%, 101.76 ,2238.00,740 ,4 ,"2,237 ","2,411 ",4 
Florida_43976,Florida,FL,2020-05-25,27.99 ,-81.76,"21,992,985 ","51,746 ",0.010244%, 102.44 ,2253.00,879 ,15 ,"2,252 ","2,397 ",15 
Florida_43977,Florida,FL,2020-05-26,27.99 ,-81.76,"21,992,985 ","52,255 ",0.010271%, 102.71 ,2259.00,509 ,6 ,"2,259 ","2,372 ",7 
Florida_43978,Florida,FL,2020-05-27,27.99 ,-81.76,"21,992,985 ","52,634 ",0.010544%, 105.44 ,2319.00,379 ,60 ,"2,319 ","2,341 ",60 
Florida_43979,Florida,FL,2020-05-28,27.99 ,-81.76,"21,992,985 ","53,285 ",0.010749%, 107.49 ,2364.00,651 ,45 ,"2,364 ","2,299 ",45 
Florida_43980,Florida,FL,2020-05-29,27.99 ,-81.76,"21,992,985 ","54,497 ",0.010972%, 109.72 ,2413.00,"1,212 ",49 ,"2,413 ","2,252 ",49 
Florida_43981,Florida,FL,2020-05-30,27.99 ,-81.76,"21,992,985 ","55,424 ",0.011126%, 111.26 ,2447.00,927 ,34 ,"2,402 ","2,218 ",33 
Florida_43982,Florida,FL,2020-05-31,27.99 ,-81.76,"21,992,985 ","56,163 ",0.011144%, 111.44 ,2451.00,739 ,4 ,"2,434 ","2,182 ",32 
Florida_43983,Florida,FL,2020-06-01,27.99 ,-81.76,"21,992,985 ","56,830 ",0.011185%, 111.85 ,2460.00,667 ,9 ,"2,465 ","2,144 ",31 
Florida_43984,Florida,FL,2020-06-02,27.99 ,-81.76,"21,992,985 ","57,447 ",0.011504%, 115.04 ,2530.00,617 ,70 ,"2,495 ","2,115 ",30 
Georgia_43891,Georgia,GA,2020-03-01,33.25 ,-83.44,"10,736,059 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,349 ,0 
Georgia_43892,Georgia,GA,2020-03-02,33.25 ,-83.44,"10,736,059 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,449 ,0 
Georgia_43893,Georgia,GA,2020-03-03,33.25 ,-83.44,"10,736,059 ",2 ,0.000000%, -   ,0.00,2 ,0 ,0 ,531 ,0 
Georgia_43894,Georgia,GA,2020-03-04,33.25 ,-83.44,"10,736,059 ",2 ,0.000000%, -   ,0.00,0 ,0 ,0 ,649 ,0 
Georgia_43895,Georgia,GA,2020-03-05,33.25 ,-83.44,"10,736,059 ",2 ,0.000000%, -   ,0.00,0 ,0 ,0 ,759 ,0 
Georgia_43896,Georgia,GA,2020-03-06,33.25 ,-83.44,"10,736,059 ",3 ,0.000000%, -   ,0.00,1 ,0 ,0 ,920 ,0 
Georgia_43897,Georgia,GA,2020-03-07,33.25 ,-83.44,"10,736,059 ",5 ,0.000000%, -   ,0.00,2 ,0 ,0 ,"1,072 ",0 
Georgia_43898,Georgia,GA,2020-03-08,33.25 ,-83.44,"10,736,059 ",5 ,0.000000%, -   ,0.00,0 ,0 ,0 ,"1,273 ",0 
Georgia_43899,Georgia,GA,2020-03-09,33.25 ,-83.44,"10,736,059 ",10 ,0.000000%, -   ,0.00,5 ,0 ,0 ,"1,485 ",0 
Georgia_43900,Georgia,GA,2020-03-10,33.25 ,-83.44,"10,736,059 ",17 ,0.000000%, -   ,0.00,7 ,0 ,0 ,"1,646 ",0 
Georgia_43901,Georgia,GA,2020-03-11,33.25 ,-83.44,"10,736,059 ",23 ,0.000000%, -   ,0.00,6 ,0 ,0 ,"1,868 ",0 
Georgia_43902,Georgia,GA,2020-03-12,33.25 ,-83.44,"10,736,059 ",31 ,0.000009%, 0.09 ,1.00,8 ,1 ,1 ,"2,199 ",1 
Georgia_43903,Georgia,GA,2020-03-13,33.25 ,-83.44,"10,736,059 ",42 ,0.000009%, 0.09 ,1.00,11 ,0 ,1 ,"2,291 ",0 
Georgia_43904,Georgia,GA,2020-03-14,33.25 ,-83.44,"10,736,059 ",73 ,0.000009%, 0.09 ,1.00,31 ,0 ,1 ,"2,592 ",0 
Georgia_43905,Georgia,GA,2020-03-15,33.25 ,-83.44,"10,736,059 ",99 ,0.000009%, 0.09 ,1.00,26 ,0 ,1 ,"2,903 ",0 
Georgia_43906,Georgia,GA,2020-03-16,33.25 ,-83.44,"10,736,059 ",121 ,0.000009%, 0.09 ,1.00,22 ,0 ,1 ,"3,180 ",0 
Georgia_43907,Georgia,GA,2020-03-17,33.25 ,-83.44,"10,736,059 ",146 ,0.000009%, 0.09 ,1.00,25 ,0 ,1 ,"3,361 ",0 
Georgia_43908,Georgia,GA,2020-03-18,33.25 ,-83.44,"10,736,059 ",197 ,0.000028%, 0.28 ,3.00,51 ,2 ,3 ,"3,471 ",2 
Georgia_43909,Georgia,GA,2020-03-19,33.25 ,-83.44,"10,736,059 ",287 ,0.000028%, 0.28 ,3.00,90 ,0 ,10 ,"3,847 ",7 
Georgia_43910,Georgia,GA,2020-03-20,33.25 ,-83.44,"10,736,059 ",485 ,0.000093%, 0.93 ,10.00,198 ,7 ,13 ,"3,969 ",3 
Georgia_43911,Georgia,GA,2020-03-21,33.25 ,-83.44,"10,736,059 ",555 ,0.000130%, 1.30 ,14.00,70 ,4 ,14 ,"4,209 ",1 
Georgia_43912,Georgia,GA,2020-03-22,33.25 ,-83.44,"10,736,059 ",621 ,0.000140%, 1.40 ,15.00,66 ,1 ,25 ,"4,314 ",11 
Georgia_43913,Georgia,GA,2020-03-23,33.25 ,-83.44,"10,736,059 ",772 ,0.000140%, 1.40 ,15.00,151 ,0 ,25 ,"4,448 ",0 
Georgia_43914,Georgia,GA,2020-03-24,33.25 ,-83.44,"10,736,059 ","1,026 ",0.000140%, 1.40 ,15.00,254 ,0 ,32 ,"4,586 ",7 
Georgia_43915,Georgia,GA,2020-03-25,33.25 ,-83.44,"10,736,059 ","1,247 ",0.000149%, 1.49 ,16.00,221 ,1 ,40 ,"4,796 ",8 
Georgia_43916,Georgia,GA,2020-03-26,33.25 ,-83.44,"10,736,059 ","1,525 ",0.000149%, 1.49 ,16.00,278 ,0 ,48 ,"4,955 ",8 
Georgia_43917,Georgia,GA,2020-03-27,33.25 ,-83.44,"10,736,059 ","2,000 ",0.000205%, 2.05 ,22.00,475 ,6 ,64 ,"5,019 ",16 
Georgia_43918,Georgia,GA,2020-03-28,33.25 ,-83.44,"10,736,059 ","2,366 ",0.000624%, 6.24 ,67.00,366 ,45 ,69 ,"4,987 ",5 
Georgia_43919,Georgia,GA,2020-03-29,33.25 ,-83.44,"10,736,059 ","2,651 ",0.000727%, 7.27 ,78.00,285 ,11 ,80 ,"5,041 ",11 
Georgia_43920,Georgia,GA,2020-03-30,33.25 ,-83.44,"10,736,059 ","2,808 ",0.000801%, 8.01 ,86.00,157 ,8 ,87 ,"4,982 ",7 
Georgia_43921,Georgia,GA,2020-03-31,33.25 ,-83.44,"10,736,059 ","3,929 ",0.001025%, 10.25 ,110.00,"1,121 ",24 ,111 ,"5,009 ",24 
Georgia_43922,Georgia,GA,2020-04-01,33.25 ,-83.44,"10,736,059 ","4,638 ",0.001276%, 12.76 ,137.00,709 ,27 ,139 ,"5,222 ",28 
Georgia_43923,Georgia,GA,2020-04-02,33.25 ,-83.44,"10,736,059 ","5,348 ",0.001509%, 15.09 ,162.00,710 ,25 ,163 ,"5,008 ",24 
Georgia_43924,Georgia,GA,2020-04-03,33.25 ,-83.44,"10,736,059 ","5,831 ",0.001677%, 16.77 ,180.00,483 ,18 ,184 ,"4,974 ",21 
Georgia_43925,Georgia,GA,2020-04-04,33.25 ,-83.44,"10,736,059 ","6,160 ",0.001835%, 18.35 ,197.00,329 ,17 ,201 ,"5,081 ",17 
Georgia_43926,Georgia,GA,2020-04-05,33.25 ,-83.44,"10,736,059 ","6,647 ",0.001919%, 19.19 ,206.00,487 ,9 ,211 ,"5,007 ",10 
Georgia_43927,Georgia,GA,2020-04-06,33.25 ,-83.44,"10,736,059 ","7,314 ",0.002086%, 20.86 ,224.00,667 ,18 ,229 ,"5,045 ",18 
Georgia_43928,Georgia,GA,2020-04-07,33.25 ,-83.44,"10,736,059 ","8,822 ",0.002999%, 29.99 ,322.00,"1,508 ",98 ,329 ,"4,748 ",100 
Georgia_43929,Georgia,GA,2020-04-08,33.25 ,-83.44,"10,736,059 ","9,901 ",0.003316%, 33.16 ,356.00,"1,079 ",34 ,362 ,"4,942 ",33 
Georgia_43930,Georgia,GA,2020-04-09,33.25 ,-83.44,"10,736,059 ","10,566 ",0.003456%, 34.56 ,371.00,665 ,15 ,379 ,"4,720 ",17 
Georgia_43931,Georgia,GA,2020-04-10,33.25 ,-83.44,"10,736,059 ","11,485 ",0.003828%, 38.28 ,411.00,919 ,40 ,416 ,"4,846 ",37 
Georgia_43932,Georgia,GA,2020-04-11,33.25 ,-83.44,"10,736,059 ","12,159 ",0.003959%, 39.59 ,425.00,674 ,14 ,429 ,"4,783 ",13 
Georgia_43933,Georgia,GA,2020-04-12,33.25 ,-83.44,"10,736,059 ","12,452 ",0.003996%, 39.96 ,429.00,293 ,4 ,433 ,"4,698 ",4 
Georgia_43934,Georgia,GA,2020-04-13,33.25 ,-83.44,"10,736,059 ","13,315 ",0.004322%, 43.22 ,464.00,863 ,35 ,465 ,"4,532 ",32 
Georgia_43935,Georgia,GA,2020-04-14,33.25 ,-83.44,"10,736,059 ","14,578 ",0.004825%, 48.25 ,518.00,"1,263 ",54 ,525 ,"4,436 ",60 
Georgia_43936,Georgia,GA,2020-04-15,33.25 ,-83.44,"10,736,059 ","14,987 ",0.005076%, 50.76 ,545.00,409 ,27 ,552 ,"4,493 ",27 
Georgia_43937,Georgia,GA,2020-04-16,33.25 ,-83.44,"10,736,059 ","15,669 ",0.005468%, 54.68 ,587.00,682 ,42 ,587 ,"4,464 ",35 
Georgia_43938,Georgia,GA,2020-04-17,33.25 ,-83.44,"10,736,059 ","17,194 ",0.005989%, 59.89 ,643.00,"1,525 ",56 ,650 ,"4,339 ",63 
Georgia_43939,Georgia,GA,2020-04-18,33.25 ,-83.44,"10,736,059 ","17,669 ",0.006203%, 62.03 ,666.00,475 ,23 ,673 ,"4,295 ",23 
Georgia_43940,Georgia,GA,2020-04-19,33.25 ,-83.44,"10,736,059 ","18,301 ",0.006334%, 63.34 ,680.00,632 ,14 ,687 ,"4,282 ",14 
Georgia_43941,Georgia,GA,2020-04-20,33.25 ,-83.44,"10,736,059 ","19,407 ",0.007135%, 71.35 ,766.00,"1,106 ",86 ,775 ,"4,281 ",88 
Georgia_43942,Georgia,GA,2020-04-21,33.25 ,-83.44,"10,736,059 ","19,881 ",0.007368%, 73.68 ,791.00,474 ,25 ,798 ,"4,216 ",23 
Georgia_43943,Georgia,GA,2020-04-22,33.25 ,-83.44,"10,736,059 ","21,214 ",0.007815%, 78.15 ,839.00,"1,333 ",48 ,848 ,"4,168 ",50 
Georgia_43944,Georgia,GA,2020-04-23,33.25 ,-83.44,"10,736,059 ","21,883 ",0.008113%, 81.13 ,871.00,669 ,32 ,881 ,"4,126 ",33 
Georgia_43945,Georgia,GA,2020-04-24,33.25 ,-83.44,"10,736,059 ","22,491 ",0.008281%, 82.81 ,889.00,608 ,18 ,899 ,"4,176 ",18 
Georgia_43946,Georgia,GA,2020-04-25,33.25 ,-83.44,"10,736,059 ","23,222 ",0.008346%, 83.46 ,896.00,731 ,7 ,907 ,"4,071 ",8 
Georgia_43947,Georgia,GA,2020-04-26,33.25 ,-83.44,"10,736,059 ","23,486 ",0.008448%, 84.48 ,907.00,264 ,11 ,916 ,"4,084 ",9 
Georgia_43948,Georgia,GA,2020-04-27,33.25 ,-83.44,"10,736,059 ","24,302 ",0.009128%, 91.28 ,980.00,816 ,73 ,995 ,"3,997 ",79 
Georgia_43949,Georgia,GA,2020-04-28,33.25 ,-83.44,"10,736,059 ","24,922 ",0.009510%, 95.10 ,1021.00,620 ,41 ,"1,036 ","4,013 ",41 
Georgia_43950,Georgia,GA,2020-04-29,33.25 ,-83.44,"10,736,059 ","25,775 ",0.010106%, 101.06 ,1085.00,853 ,64 ,"1,101 ","3,988 ",65 
Georgia_43951,Georgia,GA,2020-04-30,33.25 ,-83.44,"10,736,059 ","26,264 ",0.010414%, 104.14 ,1118.00,489 ,33 ,"1,132 ","4,009 ",31 
Georgia_43952,Georgia,GA,2020-05-01,33.25 ,-83.44,"10,736,059 ","27,489 ",0.010758%, 107.58 ,1155.00,"1,225 ",37 ,"1,169 ","4,037 ",37 
Georgia_43953,Georgia,GA,2020-05-02,33.25 ,-83.44,"10,736,059 ","28,331 ",0.010833%, 108.33 ,1163.00,842 ,8 ,"1,177 ","3,983 ",8 
Georgia_43954,Georgia,GA,2020-05-03,33.25 ,-83.44,"10,736,059 ","28,665 ",0.010898%, 108.98 ,1170.00,334 ,7 ,"1,184 ","3,926 ",7 
Georgia_43955,Georgia,GA,2020-05-04,33.25 ,-83.44,"10,736,059 ","29,451 ",0.011410%, 114.10 ,1225.00,786 ,55 ,"1,246 ","4,061 ",62 
Georgia_43956,Georgia,GA,2020-05-05,33.25 ,-83.44,"10,736,059 ","29,998 ",0.011904%, 119.04 ,1278.00,547 ,53 ,"1,299 ","3,930 ",53 
Georgia_43957,Georgia,GA,2020-05-06,33.25 ,-83.44,"10,736,059 ","30,743 ",0.012193%, 121.93 ,1309.00,745 ,31 ,"1,327 ","3,950 ",28 
Georgia_43958,Georgia,GA,2020-05-07,33.25 ,-83.44,"10,736,059 ","31,618 ",0.012444%, 124.44 ,1336.00,875 ,27 ,"1,355 ","4,054 ",28 
Georgia_43959,Georgia,GA,2020-05-08,33.25 ,-83.44,"10,736,059 ","32,181 ",0.012835%, 128.35 ,1378.00,563 ,42 ,"1,400 ","4,082 ",45 
Georgia_43960,Georgia,GA,2020-05-09,33.25 ,-83.44,"10,736,059 ","32,588 ",0.012863%, 128.63 ,1381.00,407 ,3 ,"1,403 ","3,939 ",3 
Georgia_43961,Georgia,GA,2020-05-10,33.25 ,-83.44,"10,736,059 ","33,580 ",0.012873%, 128.73 ,1382.00,992 ,1 ,"1,406 ","3,816 ",3 
Georgia_43962,Georgia,GA,2020-05-11,33.25 ,-83.44,"10,736,059 ","34,002 ",0.013208%, 132.08 ,1418.00,422 ,36 ,"1,444 ","3,892 ",38 
Georgia_43963,Georgia,GA,2020-05-12,33.25 ,-83.44,"10,736,059 ","34,924 ",0.013720%, 137.20 ,1473.00,922 ,55 ,"1,498 ","3,614 ",54 
Georgia_43964,Georgia,GA,2020-05-13,33.25 ,-83.44,"10,736,059 ","35,427 ",0.013916%, 139.16 ,1494.00,503 ,21 ,"1,517 ","3,499 ",19 
Georgia_43965,Georgia,GA,2020-05-14,33.25 ,-83.44,"10,736,059 ","35,977 ",0.014177%, 141.77 ,1522.00,550 ,28 ,"1,545 ","3,404 ",28 
Georgia_43966,Georgia,GA,2020-05-15,33.25 ,-83.44,"10,736,059 ","36,772 ",0.014558%, 145.58 ,1563.00,795 ,41 ,"1,588 ","3,300 ",43 
Georgia_43967,Georgia,GA,2020-05-16,33.25 ,-83.44,"10,736,059 ","37,212 ",0.014652%, 146.52 ,1573.00,440 ,10 ,"1,598 ","3,192 ",10 
Georgia_43968,Georgia,GA,2020-05-17,33.25 ,-83.44,"10,736,059 ","37,579 ",0.014763%, 147.63 ,1585.00,367 ,12 ,"1,610 ","3,082 ",12 
Georgia_43969,Georgia,GA,2020-05-18,33.25 ,-83.44,"10,736,059 ","38,283 ",0.015127%, 151.27 ,1624.00,704 ,39 ,"1,649 ","2,966 ",39 
Georgia_43970,Georgia,GA,2020-05-19,33.25 ,-83.44,"10,736,059 ","38,855 ",0.015369%, 153.69 ,1650.00,572 ,26 ,"1,675 ","2,827 ",26 
Georgia_43971,Georgia,GA,2020-05-20,33.25 ,-83.44,"10,736,059 ","39,801 ",0.015564%, 155.64 ,1671.00,946 ,21 ,"1,697 ","2,689 ",22 
Georgia_43972,Georgia,GA,2020-05-21,33.25 ,-83.44,"10,736,059 ","40,663 ",0.016272%, 162.72 ,1747.00,862 ,76 ,"1,775 ","2,571 ",78 
Georgia_43973,Georgia,GA,2020-05-22,33.25 ,-83.44,"10,736,059 ","41,482 ",0.016570%, 165.70 ,1779.00,819 ,32 ,"1,808 ","2,448 ",33 
Georgia_43974,Georgia,GA,2020-05-23,33.25 ,-83.44,"10,736,059 ","42,242 ",0.016710%, 167.10 ,1794.00,760 ,15 ,"1,822 ","2,316 ",14 
Georgia_43975,Georgia,GA,2020-05-24,33.25 ,-83.44,"10,736,059 ","42,902 ",0.016757%, 167.57 ,1799.00,660 ,5 ,"1,827 ","2,179 ",5 
Georgia_43976,Georgia,GA,2020-05-25,33.25 ,-83.44,"10,736,059 ","43,400 ",0.016952%, 169.52 ,1820.00,498 ,21 ,"1,848 ","2,058 ",21 
Georgia_43977,Georgia,GA,2020-05-26,33.25 ,-83.44,"10,736,059 ","43,983 ",0.017390%, 173.90 ,1867.00,583 ,47 ,"1,896 ","1,964 ",48 
Georgia_43978,Georgia,GA,2020-05-27,33.25 ,-83.44,"10,736,059 ","44,638 ",0.017735%, 177.35 ,1904.00,655 ,37 ,"1,933 ","1,874 ",37 
Georgia_43979,Georgia,GA,2020-05-28,33.25 ,-83.44,"10,736,059 ","45,266 ",0.018089%, 180.89 ,1942.00,628 ,38 ,"1,973 ","1,785 ",40 
Georgia_43980,Georgia,GA,2020-05-29,33.25 ,-83.44,"10,736,059 ","45,881 ",0.018219%, 182.19 ,1956.00,615 ,14 ,"1,987 ","1,700 ",14 
Georgia_43981,Georgia,GA,2020-05-30,33.25 ,-83.44,"10,736,059 ","46,331 ",0.018377%, 183.77 ,1973.00,450 ,17 ,"1,966 ","1,614 ",29 
Georgia_43982,Georgia,GA,2020-05-31,33.25 ,-83.44,"10,736,059 ","47,063 ",0.018796%, 187.96 ,2018.00,732 ,45 ,"1,994 ","1,524 ",29 
Georgia_43983,Georgia,GA,2020-06-01,33.25 ,-83.44,"10,736,059 ","47,902 ",0.019178%, 191.78 ,2059.00,839 ,41 ,"2,023 ","1,433 ",29 
Georgia_43984,Georgia,GA,2020-06-02,33.25 ,-83.44,"10,736,059 ","48,207 ",0.019281%, 192.81 ,2070.00,305 ,11 ,"2,051 ","1,343 ",28 
Hawaii_43891,Hawaii,HI,2020-03-01,19.74 ,-155.84,"1,412,687 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,1 ,0 
Hawaii_43892,Hawaii,HI,2020-03-02,19.74 ,-155.84,"1,412,687 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,2 ,0 
Hawaii_43893,Hawaii,HI,2020-03-03,19.74 ,-155.84,"1,412,687 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,2 ,0 
Hawaii_43894,Hawaii,HI,2020-03-04,19.74 ,-155.84,"1,412,687 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,4 ,0 
Hawaii_43895,Hawaii,HI,2020-03-05,19.74 ,-155.84,"1,412,687 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,4 ,0 
Hawaii_43896,Hawaii,HI,2020-03-06,19.74 ,-155.84,"1,412,687 ",0 ,0.000000%, -   ,0.00,0 ,0 ,0 ,6 ,0 
Hawaii_43897,Hawaii,HI,2020-03-07,19.74 ,-155.84,"1,412,687 ",1 ,0.000000%, -   ,0.00,1 ,0 ,0 ,7 ,0 
Hawaii_43898,Hawaii,HI,2020-03-08,19.74 ,-155.84,"1,412,687 ",1 ,0.000000%, -   ,0.00,0 ,0 ,0 ,9 ,0 
Hawaii_43899,Hawaii,HI,2020-03-09,19.74 ,-155.84,"1,412,687 ",1 ,0.000000%, -   ,0.00,0 ,0 ,0 ,12 ,0 
Hawaii_43900,Hawaii,HI,2020-03-10,19.74 ,-155.84,"1,412,687 ",3 ,0.000000%, -   ,0.00,2 ,0 ,0 ,15 ,0 
Hawaii_43901,Hawaii,HI,2020-03-11,19.74 ,-155.84,"1,412,687 ",2 ,0.000000%, -   ,0.00,(1),0 ,0 ,18 ,0 
Hawaii_43902,Hawaii,HI,2020-03-12,19.74 ,-155.84,"1,412,687 ",2 ,0.000000%, -   ,0.00,0 ,0 ,0 ,23 ,0 
Hawaii_43903,Hawaii,HI,2020-03-13,19.74 ,-155.84,"1,412,687 ",2 ,0.000000%, -   ,0.00,0 ,0 ,0 ,26 ,0 
Hawaii_43904,Hawaii,HI,2020-03-14,19.74 ,-155.84,"1,412,687 ",4 ,0.000000%, -   ,0.00,2 ,0 ,0 ,31 ,0 
Hawaii_43905,Hawaii,HI,2020-03-15,19.74 ,-155.84,"1,412,687 ",6 ,0.000000%, -   ,0.00,2 ,0 ,0 ,36 ,0 
Hawaii_43906,Hawaii,HI,2020-03-16,19.74 ,-155.84,"1,412,687 ",8 ,0.000000%, -   ,0.00,2 ,0 ,0 ,36 ,0 
Hawaii_43907,Hawaii,HI,2020-03-17,19.74 ,-155.84,"1,412,687 ",10 ,0.000000%, -   ,0.00,2 ,0 ,0 ,43 ,0 
Hawaii_43908,Hawaii,HI,2020-03-18,19.74 ,-155.84,"1,412,687 ",15 ,0.000000%, -   ,0.00,5 ,0 ,0 ,51 ,0 
Hawaii_43909,Hawaii,HI,2020-03-19,19.74 ,-155.84,"1,412,687 ",25 ,0.000000%, -   ,0.00,10 ,0 ,0 ,49 ,0 
Hawaii_43910,Hawaii,HI,2020-03-20,19.74 ,-155.84,"1,412,687 ",36 ,0.000142%, 1.42 ,2.00,11 ,2 ,0 ,59 ,0 
Hawaii_43911,Hawaii,HI,2020-03-21,19.74 ,-155.84,"1,412,687 ",36 ,0.000000%, -   ,0.00,0 ,(2),0 ,62 ,0 
Hawaii_43912,Hawaii,HI,2020-03-22,19.74 ,-155.84,"1,412,687 ",53 ,0.000000%, -   ,0.00,17 ,0 ,0 ,60 ,0 
Hawaii_43913,Hawaii,HI,2020-03-23,19.74 ,-155.84,"1,412,687 ",56 ,0.000071%, 0.71 ,1.00,3 ,1 ,0 ,60 ,0 
Hawaii_43914,Hawaii,HI,2020-03-24,19.74 ,-155.84,"1,412,687 ",90 ,0.000142%, 1.42 ,2.00,34 ,1 ,1 ,68 ,1 
Hawaii_43915,Hawaii,HI,2020-03-25,19.74 ,-155.84,"1,412,687 ",91 ,0.000000%, -   ,0.00,1 ,(2),0 ,67 ,(1)
Hawaii_43916,Hawaii,HI,2020-03-26,19.74 ,-155.84,"1,412,687 ",95 ,0.000000%, -   ,0.00,4 ,0 ,0 ,70 ,0 
Hawaii_43917,Hawaii,HI,2020-03-27,19.74 ,-155.84,"1,412,687 ",106 ,0.000000%, -   ,0.00,11 ,0 ,0 ,76 ,0 
Hawaii_43918,Hawaii,HI,2020-03-28,19.74 ,-155.84,"1,412,687 ",149 ,0.000566%, 5.66 ,8.00,43 ,8 ,0 ,67 ,0 
Hawaii_43919,Hawaii,HI,2020-03-29,19.74 ,-155.84,"1,412,687 ",149 ,0.000142%, 1.42 ,2.00,0 ,(6),0 ,54 ,0 
Hawaii_43920,Hawaii,HI,2020-03-30,19.74 ,-155.84,"1,412,687 ",175 ,0.000283%, 2.83 ,4.00,26 ,2 ,0 ,65 ,0 
Hawaii_43921,Hawaii,HI,2020-03-31,19.74 ,-155.84,"1,412,687 ",204 ,0.000000%, -   ,0.00,29 ,(4),0 ,63 ,0 
Hawaii_43922,Hawaii,HI,2020-04-01,19.74 ,-155.84,"1,412,687 ",224 ,0.000142%, 1.42 ,2.00,20 ,2 ,1 ,58 ,1 
Hawaii_43923,Hawaii,HI,2020-04-02,19.74 ,-155.84,"1,412,687 ",256 ,0.001487%, 14.87 ,21.00,32 ,19 ,1 ,43 ,0 
Hawaii_43924,Hawaii,HI,2020-04-03,19.74 ,-155.84,"1,412,687 ",319 ,0.000708%, 7.08 ,10.00,63 ,(11),3 ,44 ,2 
Hawaii_43925,Hawaii,HI,2020-04-04,19.74 ,-155.84,"1,412,687 ",351 ,0.000283%, 2.83 ,4.00,32 ,(6),3 ,40 ,0 
Hawaii_43926,Hawaii,HI,2020-04-05,19.74 ,-155.84,"1,412,687 ",371 ,0.000283%, 2.83 ,4.00,20 ,0 ,4 ,37 ,1 
Hawaii_43927,Hawaii,HI,2020-04-06,19.74 ,-155.84,"1,412,687 ",387 ,0.000425%, 4.25 ,6.00,16 ,2 ,5 ,36 ,1 
Hawaii_43928,Hawaii,HI,2020-04-07,19.74 ,-155.84,"1,412,687 ",410 ,0.002407%, 24.07 ,34.00,23 ,28 ,5 ,33 ,0 
Hawaii_43929,Hawaii,HI,2020-04-08,19.74 ,-155.84,"1,412,687 ",410 ,0.000354%, 3.54 ,5.00,0 ,(29),5 ,33 ,0 
Hawaii_43930,Hawaii,HI,2020-04-09,19.74 ,-155.84,"1,412,687 ",442 ,0.000354%, 3.54 ,5.00,32 ,0 ,6 ,30 ,1 
Hawaii_43931,Hawaii,HI,2020-04-10,19.74 ,-155.84,"1,412,687 ",442 ,0.000354%, 3.54 ,5.00,0 ,0 ,6 ,24 ,0 
Hawaii_43932,Hawaii,HI,2020-04-11,19.74 ,-155.84,"1,412,687 ",465 ,0.000566%, 5.66 ,8.00,23 ,3 ,8 ,24 ,2 
Hawaii_43933,Hawaii,HI,2020-04-12,19.74 ,-155.84,"1,412,687 ",499 ,0.000637%, 6.37 ,9.00,34 ,1 ,9 ,23 ,1 
Hawaii_43934,Hawaii,HI,2020-04-13,19.74 ,-155.84,"1,412,687 ",504 ,0.000637%, 6.37 ,9.00,5 ,0 ,9 ,20 ,0 
